Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000235239.1,0,0,0,0,0,0,0,0
ENSG00000235240.1,0,0,0,0,0,0,0,0
ENSG00000235241.1,0,0,0,0,0,0,0,0
ENSG00000235243.1,0,0,0,0,0,0,0,0
ENSG00000235244.7,23,27,7,12,0,0,0,0
ENSG00000235246.1,2,3,0,0,0,1,0,1
ENSG00000235248.4,0,0,0,0,0,0,0,0
ENSG00000235251.2,0,0,0,0,10,5,0,6
ENSG00000235253.1,3,7,4,7,21,7,3,7
ENSG00000235254.3,0,0,1,0,1,0,0,0
ENSG00000235256.1,0,0,0,0,1,0,0,0
ENSG00000235257.12,26,42,50,58,21,4,17,35
ENSG00000235258.1,5,1,0,1,0,0,0,0
ENSG00000235262.1,0,1,0,0,2,0,0,4
ENSG00000235263.2,0,1,0,11,0,0,0,0
ENSG00000235264.1,0,0,0,0,0,1,0,0
ENSG00000235266.1,0,0,0,0,0,0,0,0
ENSG00000235267.1,9,7,8,16,0,0,1,3
ENSG00000235268.2,0,0,0,0,0,0,0,0
ENSG00000235269.3,1,0,0,0,20,4,35,125
ENSG00000235272.3,28,20,15,12,17,5,1,3
ENSG00000235274.1,0,0,0,0,0,0,0,0
ENSG00000235275.3,5,4,3,3,3,0,0,1
ENSG00000235277.2,0,0,0,0,11,3,2,7
ENSG00000235278.2,0,0,0,0,0,0,0,1
ENSG00000235279.1,0,0,0,0,1,0,0,3
ENSG00000235280.2,206,204,259,289,2,0,0,4
ENSG00000235281.3,0,1,2,5,1,0,0,0
ENSG00000235282.3,0,0,0,0,5,0,0,2
ENSG00000235284.1,0,0,1,0,0,0,1,2
ENSG00000235286.1,0,0,0,0,3,0,1,0
ENSG00000235288.4,0,0,3,4,4,1,1,2
ENSG00000235289.1,0,0,0,0,0,0,0,0
ENSG00000235290.1,0,0,2,0,0,0,0,1
ENSG00000235292.3,0,0,0,0,0,1,0,0
ENSG00000235293.2,0,0,0,0,0,0,0,0
ENSG00000235294.1,0,0,0,0,0,0,0,0
ENSG00000235295.3,12,6,18,26,4,1,1,3
ENSG00000235296.3,16,15,8,13,0,0,1,1
ENSG00000235297.3,575,673,648,1100,102,25,59,120
ENSG00000235298.2,16,21,16,9,16,7,4,14
ENSG00000235299.2,0,0,0,0,2,3,3,5
ENSG00000235300.5,0,0,0,0,1,1,0,5
ENSG00000235301.1,0,0,0,0,0,1,2,0
ENSG00000235303.2,0,1,0,0,0,0,0,0
ENSG00000235304.3,0,0,0,0,0,1,0,0
ENSG00000235306.2,0,0,0,0,3,2,0,0
ENSG00000235308.1,0,0,0,0,1,0,0,4
ENSG00000235310.1,0,0,0,0,0,0,0,0
ENSG00000235312.1,0,0,0,0,0,0,0,0
ENSG00000235313.1,2,5,7,7,5,1,0,13
ENSG00000235314.2,164,198,203,251,8,4,4,14
ENSG00000235315.2,0,0,0,0,3,0,0,1
ENSG00000235316.1,143,150,65,108,47,16,43,71
ENSG00000235318.3,0,0,0,0,0,0,0,0
ENSG00000235319.1,14,13,22,13,5,2,3,5
ENSG00000235321.1,0,0,0,0,0,0,0,0
ENSG00000235323.2,0,0,0,0,0,0,0,0
ENSG00000235325.1,0,0,0,0,0,1,0,0
ENSG00000235328.1,3,3,1,3,0,0,0,3
ENSG00000235329.2,0,0,0,0,0,0,0,0
ENSG00000235330.3,0,0,0,0,0,0,0,0
ENSG00000235332.2,0,2,0,5,6,1,1,4
ENSG00000235333.3,0,0,0,0,0,0,0,0
ENSG00000235334.1,0,0,0,0,0,0,0,0
ENSG00000235335.4,1,1,1,2,2,1,2,1
ENSG00000235338.1,0,0,0,0,0,0,0,0
ENSG00000235339.1,2,3,0,1,0,0,0,0
ENSG00000235343.3,1,0,0,0,1,0,0,0
ENSG00000235347.1,0,0,0,0,4,0,3,4
ENSG00000235349.1,0,0,0,0,0,0,0,0
ENSG00000235350.1,0,0,0,0,0,0,0,0
ENSG00000235351.1,8,5,3,10,0,0,0,0
ENSG00000235352.1,0,0,0,0,0,0,0,0
ENSG00000235354.1,2,0,2,3,4,0,1,5
ENSG00000235356.2,0,0,0,0,0,0,0,0
ENSG00000235357.5,0,0,0,0,0,0,0,0
ENSG00000235358.3,6,2,0,5,0,0,0,1
ENSG00000235361.2,1,0,0,0,0,0,0,1
ENSG00000235363.1,37,58,37,48,14,3,1,7
ENSG00000235366.3,0,0,0,0,0,0,0,0
ENSG00000235368.1,1,0,1,1,0,0,0,0
ENSG00000235369.1,0,0,0,0,0,0,0,0
ENSG00000235370.7,0,0,0,0,0,0,0,2
ENSG00000235371.1,44,35,43,50,21,6,3,22
ENSG00000235374.3,0,0,0,0,0,0,0,0
ENSG00000235376.5,13,11,19,21,14,9,3,19
ENSG00000235377.1,0,0,0,0,0,0,0,0
ENSG00000235378.2,0,0,0,0,1,0,0,0
ENSG00000235379.1,0,0,0,0,0,0,0,0
ENSG00000235381.1,44,46,41,65,56,19,29,91
ENSG00000235382.1,0,0,0,0,0,0,0,0
ENSG00000235385.4,0,0,0,0,3,1,1,2
ENSG00000235386.1,0,0,0,0,0,0,0,0
ENSG00000235387.5,9,6,5,2,4,2,4,15
ENSG00000235389.2,0,0,0,0,0,0,0,0
ENSG00000235390.4,0,0,0,0,0,0,0,0
ENSG00000235397.1,6,1,4,1,2,2,1,0
ENSG00000235399.2,0,0,0,0,0,0,0,0
ENSG00000235400.1,3,4,7,7,11,3,1,5
ENSG00000235403.1,0,0,0,0,1,0,0,0
ENSG00000235407.2,0,0,0,0,0,0,0,1
ENSG00000235408.6,19,24,11,27,22,7,14,41
ENSG00000235410.2,1,2,0,0,3,1,0,1
ENSG00000235411.1,1,0,7,1,1,2,0,1
ENSG00000235412.1,0,0,0,0,0,0,0,0
ENSG00000235413.3,6,2,3,4,2,0,0,4
ENSG00000235414.3,0,0,0,0,0,0,0,0
ENSG00000235415.2,0,0,1,0,2,0,1,2
ENSG00000235416.1,1,0,0,0,0,0,0,0
ENSG00000235419.6,4,0,1,2,4,0,1,1
ENSG00000235420.8,0,0,0,0,0,0,0,0
ENSG00000235421.1,0,0,0,0,0,0,0,0
ENSG00000235422.1,0,0,0,0,6,3,3,7
ENSG00000235424.1,0,0,0,1,0,0,1,1
ENSG00000235425.2,0,0,0,0,0,0,0,0
ENSG00000235426.2,0,0,0,0,2,0,3,4
ENSG00000235427.1,0,0,0,0,4,2,1,2
ENSG00000235429.1,0,0,0,0,1,0,0,0
ENSG00000235430.1,0,0,0,0,0,0,0,0
ENSG00000235431.2,0,0,0,0,0,0,0,0
ENSG00000235432.1,0,0,0,0,0,0,0,0
ENSG00000235433.1,0,0,0,1,0,0,0,0
ENSG00000235434.2,0,0,0,0,0,0,0,0
ENSG00000235435.1,0,0,0,0,0,0,0,0
ENSG00000235436.12,0,0,0,0,0,0,0,0
ENSG00000235437.11,17956,18455,9628,12211,213,97,121,358
ENSG00000235438.8,11,19,15,12,1,0,1,2
ENSG00000235440.1,2,2,0,1,0,1,1,3
ENSG00000235444.2,0,0,0,0,0,0,0,0
ENSG00000235445.1,0,0,1,0,1,0,0,0
ENSG00000235446.3,0,0,0,0,0,0,0,0
ENSG00000235447.2,0,0,0,0,0,0,0,0
ENSG00000235448.4,4,3,4,5,41,10,7,23
ENSG00000235449.2,6,5,1,4,1,1,1,1
ENSG00000235451.1,0,0,0,0,0,0,0,0
ENSG00000235453.12,123,126,125,149,38,17,20,66
ENSG00000235454.1,9,8,5,15,2,0,0,0
ENSG00000235455.1,0,0,0,0,0,0,0,0
ENSG00000235459.5,13,31,27,54,9,1,3,3
ENSG00000235461.3,0,0,0,0,2,0,0,0
ENSG00000235462.2,0,0,0,0,0,0,0,0
ENSG00000235463.1,0,0,0,0,0,0,0,0
ENSG00000235464.1,0,0,0,0,0,0,0,0
ENSG00000235467.1,0,0,0,0,0,0,0,1
ENSG00000235469.1,0,0,0,1,0,0,0,0
ENSG00000235470.6,0,0,0,0,18,3,1,3
ENSG00000235472.1,81,103,130,178,53,31,18,67
ENSG00000235478.7,9,12,3,6,1,1,0,1
ENSG00000235479.1,0,0,0,0,0,0,0,0
ENSG00000235480.2,1,0,0,2,0,0,0,0
ENSG00000235481.5,3,6,6,16,6,4,1,10
ENSG00000235482.1,0,0,0,0,0,0,0,0
ENSG00000235483.1,0,0,0,0,0,0,0,0
ENSG00000235485.1,0,1,0,0,1,0,0,2
ENSG00000235486.1,0,0,0,1,0,0,0,0
ENSG00000235488.1,4,7,1,0,5,2,3,7
ENSG00000235489.4,16,22,25,22,19,8,12,18
ENSG00000235492.2,0,0,0,0,0,0,0,0
ENSG00000235493.3,56,81,85,74,0,0,0,0
ENSG00000235494.3,0,0,0,0,0,0,1,2
ENSG00000235495.2,0,0,0,0,0,0,0,0
ENSG00000235497.6,5,2,5,5,1,0,1,0
ENSG00000235499.1,0,0,0,0,0,0,0,0
ENSG00000235500.2,14,9,15,7,6,4,4,14
ENSG00000235501.10,2,2,0,0,70,13,26,75
ENSG00000235503.2,0,0,0,0,0,0,0,0
ENSG00000235505.10,0,0,0,0,0,0,0,0
ENSG00000235508.3,76,88,74,208,129,49,14,24
ENSG00000235510.1,0,0,0,0,0,0,0,0
ENSG00000235511.1,0,0,0,0,0,0,0,0
ENSG00000235512.1,0,0,0,0,0,0,0,0
ENSG00000235513.2,13,8,16,14,10,0,5,19
ENSG00000235514.1,0,0,3,1,1,0,1,1
ENSG00000235518.3,0,0,0,0,0,0,0,0
ENSG00000235519.4,0,0,0,0,0,0,0,0
ENSG00000235521.1,0,0,0,0,0,0,0,0
ENSG00000235522.6,2,6,0,0,4,1,3,7
ENSG00000235523.1,0,0,0,0,0,0,0,0
ENSG00000235524.1,0,0,0,0,0,0,0,0
ENSG00000235525.1,0,0,0,0,0,0,0,0
ENSG00000235526.1,1,4,0,2,0,0,0,0
ENSG00000235527.8,20,29,59,90,20,5,2,19
ENSG00000235529.3,21,20,12,10,6,0,4,6
ENSG00000235530.8,20,35,45,35,27,7,21,46
ENSG00000235531.12,2,4,4,6,2,0,5,1
ENSG00000235532.3,0,0,6,7,0,0,0,0
ENSG00000235533.1,0,0,0,0,0,0,0,0
ENSG00000235534.1,0,0,0,0,0,0,0,0
ENSG00000235535.10,0,0,0,0,0,0,0,0
ENSG00000235537.4,2,0,2,1,0,0,0,0
ENSG00000235538.6,0,0,0,0,0,0,0,0
ENSG00000235539.1,0,0,0,0,0,0,0,0
ENSG00000235544.1,0,0,0,0,0,0,0,0
ENSG00000235545.2,19,12,29,20,12,3,3,16
ENSG00000235546.2,0,0,0,1,1,0,0,0
ENSG00000235547.3,0,0,0,0,0,0,0,0
ENSG00000235548.1,0,1,0,0,1,0,0,2
ENSG00000235549.1,0,0,0,0,0,0,0,0
ENSG00000235550.1,0,0,0,0,0,0,0,0
ENSG00000235552.7,0,0,0,0,0,0,0,0
ENSG00000235554.1,7,10,16,7,6,4,0,4
ENSG00000235555.1,31,36,38,46,63,28,69,35
ENSG00000235558.3,0,0,0,0,0,0,0,0
ENSG00000235559.1,3,2,1,4,1,1,0,0
ENSG00000235560.5,284,312,331,323,20,13,15,42
ENSG00000235563.2,1,2,0,0,4,1,1,5
ENSG00000235564.2,0,2,2,0,0,0,0,0
ENSG00000235568.7,2,3,1,2,2,1,2,10
ENSG00000235570.2,0,0,0,0,0,0,0,0
ENSG00000235571.1,0,1,1,0,0,0,0,2
ENSG00000235572.4,0,0,0,0,0,0,0,0
ENSG00000235573.2,1,1,1,0,0,0,0,1
ENSG00000235574.1,1,1,2,1,0,0,0,1
ENSG00000235575.1,0,0,0,0,1,1,0,1
ENSG00000235576.4,0,0,0,0,0,0,0,0
ENSG00000235579.1,0,0,0,0,2,0,0,1
ENSG00000235581.1,0,0,0,0,0,0,0,0
ENSG00000235582.2,0,2,1,2,9,2,0,0
ENSG00000235583.2,0,0,0,0,0,0,0,0
ENSG00000235584.4,0,1,3,0,2,0,0,1
ENSG00000235586.1,4,5,1,2,0,0,0,0
ENSG00000235587.2,32,42,29,36,298,133,41,60
ENSG00000235590.10,1,2,1,3,1,4,0,8
ENSG00000235592.1,0,0,0,0,0,0,0,0
ENSG00000235593.1,0,0,0,0,0,0,0,0
ENSG00000235594.1,0,0,0,0,0,0,0,0
ENSG00000235595.1,1,0,0,0,1,1,0,0
ENSG00000235597.4,0,0,0,1,0,0,1,0
ENSG00000235598.1,0,0,0,0,0,0,0,0
ENSG00000235601.2,2,1,0,1,0,0,0,0
ENSG00000235602.5,1,3,0,2,0,0,0,0
ENSG00000235605.1,1,2,5,5,10,0,0,1
ENSG00000235606.3,0,0,0,0,2,1,0,2
ENSG00000235608.2,0,0,0,0,0,0,0,0
ENSG00000235610.2,0,0,0,0,0,1,0,0
ENSG00000235612.2,0,0,0,0,0,0,0,0
ENSG00000235613.2,29,26,31,41,19,8,12,34
ENSG00000235615.2,0,0,0,0,0,0,0,0
ENSG00000235616.1,8,12,26,22,2,0,1,0
ENSG00000235617.1,0,0,0,0,0,0,0,0
ENSG00000235618.9,0,0,0,0,0,0,0,0
ENSG00000235619.1,1,0,0,0,4,2,2,3
ENSG00000235620.1,0,0,0,0,0,0,0,0
ENSG00000235621.11,0,0,0,0,1,0,1,1
ENSG00000235623.2,1,0,4,3,0,0,0,0
ENSG00000235625.1,0,0,0,0,0,0,0,0
ENSG00000235626.2,0,0,0,0,0,0,0,0
ENSG00000235627.1,2,4,0,2,0,0,1,2
ENSG00000235628.1,0,0,0,0,0,0,0,0
ENSG00000235629.2,2,0,9,2,3,4,1,2
ENSG00000235631.2,8,7,11,8,3,0,1,0
ENSG00000235635.2,0,2,0,0,1,0,0,1
ENSG00000235636.1,12,14,6,13,33,14,12,39
ENSG00000235637.1,0,0,0,0,0,0,0,0
ENSG00000235638.1,0,0,0,0,0,0,0,0
ENSG00000235639.1,0,0,0,0,1,2,0,0
ENSG00000235640.1,0,0,0,0,1,0,0,0
ENSG00000235641.6,1,2,2,8,15,6,2,5
ENSG00000235642.1,0,0,0,0,0,0,0,0
ENSG00000235643.2,7,23,31,41,0,0,0,1
ENSG00000235644.1,0,0,0,0,0,0,0,0
ENSG00000235645.3,0,1,1,0,0,0,0,0
ENSG00000235646.1,0,0,0,0,0,0,0,0
ENSG00000235647.1,0,0,0,0,2,0,0,0
ENSG00000235649.2,2,0,0,0,0,0,0,0
ENSG00000235651.1,4,1,7,15,1,1,1,3
ENSG00000235652.12,50,49,81,98,27,2,11,24
ENSG00000235653.1,0,0,0,0,0,0,0,0
ENSG00000235655.3,5,5,2,8,0,0,0,0
ENSG00000235656.1,0,0,0,0,0,0,0,0
ENSG00000235659.2,0,1,1,3,2,1,2,3
ENSG00000235660.3,0,0,1,0,4,0,3,3
ENSG00000235661.4,28,32,30,45,32,6,8,29
ENSG00000235663.1,0,0,0,0,0,0,1,0
ENSG00000235669.1,0,0,0,0,1,0,0,3
ENSG00000235670.1,1,1,2,3,4,0,2,1
ENSG00000235672.1,3,3,11,9,0,0,0,5
ENSG00000235673.1,1,1,0,0,0,0,0,0
ENSG00000235674.2,85,102,25,32,73,25,11,24
ENSG00000235677.1,19,25,16,27,16,7,6,19
ENSG00000235678.3,0,0,0,0,0,0,0,0
ENSG00000235679.1,0,0,0,0,0,0,0,0
ENSG00000235681.1,1,4,6,5,3,1,4,7
ENSG00000235683.1,0,2,0,0,0,0,0,0
ENSG00000235685.2,0,0,0,0,0,0,0,0
ENSG00000235686.1,0,0,0,0,1,0,0,1
ENSG00000235687.10,0,0,0,0,0,0,0,0
ENSG00000235688.4,75,67,80,94,9,4,8,17
ENSG00000235689.1,0,0,0,0,0,0,0,0
ENSG00000235690.2,0,0,0,0,3,0,0,0
ENSG00000235695.1,10,13,17,20,5,0,0,3
ENSG00000235698.1,203,195,274,299,22,8,13,32
ENSG00000235699.3,0,0,0,0,0,0,0,0
ENSG00000235700.1,7,3,6,3,3,1,0,9
ENSG00000235701.1,1,3,0,2,1,2,0,4
ENSG00000235703.8,73,78,89,85,24,5,12,26
ENSG00000235705.7,0,0,0,0,0,0,0,0
ENSG00000235706.10,190,175,220,289,9,5,12,18
ENSG00000235707.2,0,0,0,0,0,0,0,0
ENSG00000235710.6,0,0,0,0,0,0,0,0
ENSG00000235711.5,2,1,1,1,0,0,0,0
ENSG00000235713.1,0,0,0,0,0,0,0,0
ENSG00000235716.1,0,1,0,0,0,0,0,0
ENSG00000235717.1,0,0,0,0,0,0,0,0
ENSG00000235718.9,0,0,0,0,0,0,0,1
ENSG00000235720.1,79,68,64,72,27,6,10,18
ENSG00000235721.1,2,5,15,14,2,0,0,0
ENSG00000235724.11,0,2,0,3,2,2,6,2
ENSG00000235725.1,0,0,0,0,0,0,0,0
ENSG00000235726.8,12,15,20,20,4,3,0,3
ENSG00000235728.1,0,0,0,0,0,0,0,0
ENSG00000235729.1,0,0,0,0,0,0,0,0
ENSG00000235730.2,0,0,0,0,0,0,0,0
ENSG00000235731.4,0,0,0,0,0,0,0,0
ENSG00000235734.4,17,8,6,8,3,4,1,5
ENSG00000235735.1,0,0,0,0,0,0,0,0
ENSG00000235737.1,0,0,0,0,0,0,0,0
ENSG00000235738.1,0,0,0,0,0,0,0,0
ENSG00000235740.2,0,0,0,0,0,0,0,5
ENSG00000235741.2,0,0,0,0,0,0,0,0
ENSG00000235742.1,0,0,0,1,0,0,1,0
ENSG00000235743.3,0,0,0,0,8,0,2,6
ENSG00000235746.1,2,2,7,10,0,1,0,1
ENSG00000235748.1,0,0,0,0,10,0,0,9
ENSG00000235749.4,0,1,2,1,12,3,2,7
ENSG00000235750.10,622,795,703,965,788,324,273,768
ENSG00000235756.2,0,0,0,0,0,0,0,0
ENSG00000235759.1,0,0,0,0,1,0,0,3
ENSG00000235760.5,0,0,0,0,0,0,0,1
ENSG00000235761.2,0,0,0,0,0,0,0,0
ENSG00000235763.1,0,3,1,0,4,0,0,0
ENSG00000235768.1,8,9,11,4,4,1,1,6
ENSG00000235770.7,1,5,2,3,6,2,1,3
ENSG00000235772.1,14,21,6,25,0,1,0,1
ENSG00000235774.3,1,4,1,2,1,1,0,0
ENSG00000235775.1,0,0,0,0,0,0,0,0
ENSG00000235776.2,23,26,44,72,7,1,2,6
ENSG00000235777.1,0,0,0,0,2,0,0,0
ENSG00000235778.1,0,0,0,0,0,0,0,0
ENSG00000235779.9,0,7,3,1,0,0,0,1
ENSG00000235780.3,0,0,0,0,0,0,0,0
ENSG00000235781.2,0,0,2,0,2,3,1,4
ENSG00000235782.2,0,0,0,0,0,0,0,0
ENSG00000235784.2,0,0,0,0,9,1,3,1
ENSG00000235785.2,0,0,0,0,6,1,2,4
ENSG00000235786.1,0,0,3,2,5,4,0,4
ENSG00000235787.1,0,0,0,0,0,0,0,0
ENSG00000235790.8,18,17,16,24,7,4,6,16
ENSG00000235794.1,1,0,1,1,0,0,1,0
ENSG00000235797.2,0,0,0,0,0,0,0,0
ENSG00000235802.2,13,17,3,4,1,1,4,5
ENSG00000235803.1,0,0,0,0,0,0,0,0
ENSG00000235804.2,0,0,0,0,0,0,0,0
ENSG00000235805.1,0,0,0,0,0,0,0,0
ENSG00000235806.2,25,18,48,36,2,0,0,6
ENSG00000235808.1,0,0,2,0,0,0,0,0
ENSG00000235810.1,0,0,0,0,0,0,0,0
ENSG00000235811.1,0,0,0,0,0,0,0,0
ENSG00000235812.5,0,0,0,0,0,0,0,0
ENSG00000235813.1,0,0,0,0,0,1,0,0
ENSG00000235816.3,0,1,0,0,3,0,0,3
ENSG00000235817.2,0,0,0,0,0,0,0,0
ENSG00000235818.3,0,0,0,0,0,0,0,1
ENSG00000235819.3,1,0,1,0,0,0,0,0
ENSG00000235820.1,0,0,0,0,1,0,0,2
ENSG00000235821.1,6,4,8,6,4,4,3,7
ENSG00000235823.6,597,600,545,672,574,245,168,539
ENSG00000235824.6,2,2,0,0,0,0,0,0
ENSG00000235827.2,0,0,0,0,0,0,0,0
ENSG00000235828.5,14,24,42,42,2,0,0,0
ENSG00000235829.1,12,13,2,2,0,0,0,0
ENSG00000235830.3,13,13,33,71,0,0,1,2
ENSG00000235831.9,57,104,60,52,79,25,14,33
ENSG00000235832.2,0,0,0,0,0,0,0,0
ENSG00000235833.1,0,0,0,0,3,0,0,3
ENSG00000235834.1,0,0,0,0,4,4,1,4
ENSG00000235836.1,0,0,0,0,0,0,0,0
ENSG00000235837.2,19,13,8,21,14,7,2,17
ENSG00000235838.1,0,0,0,0,1,0,0,1
ENSG00000235840.2,0,1,0,0,0,0,1,0
ENSG00000235843.1,0,0,2,1,0,0,1,0
ENSG00000235845.1,0,0,0,0,0,0,0,0
ENSG00000235847.2,54,61,18,15,2165,650,271,567
ENSG00000235848.4,3,1,1,2,0,1,0,1
ENSG00000235849.1,0,0,0,0,0,0,0,0
ENSG00000235855.3,2,1,1,0,0,0,0,0
ENSG00000235857.1,2,9,5,3,0,0,0,0
ENSG00000235858.1,0,0,0,0,0,0,0,0
ENSG00000235859.5,229,198,147,167,43,15,15,50
ENSG00000235861.1,2,0,0,0,0,0,0,0
ENSG00000235862.2,0,2,1,1,0,0,2,0
ENSG00000235863.4,55,71,30,43,28,9,16,41
ENSG00000235864.1,0,0,0,0,0,0,0,0
ENSG00000235865.2,11,22,15,8,20,9,6,32
ENSG00000235868.3,0,0,0,0,0,0,0,0
ENSG00000235869.1,0,0,0,0,0,0,0,0
ENSG00000235871.1,0,0,0,0,0,0,0,0
ENSG00000235872.2,0,0,0,0,3,1,0,2
ENSG00000235875.4,0,0,0,0,0,0,0,0
ENSG00000235876.2,0,0,0,0,0,1,0,0
ENSG00000235879.1,3,3,1,1,5,4,0,5
ENSG00000235880.1,0,0,0,0,0,0,0,0
ENSG00000235881.2,0,0,0,0,0,0,0,0
ENSG00000235885.9,3,4,3,11,8,3,2,1
ENSG00000235886.1,0,0,0,0,0,0,0,0
ENSG00000235887.2,0,0,0,0,0,0,0,0
ENSG00000235888.6,6,10,8,10,0,1,1,0
ENSG00000235890.3,271,333,326,446,0,0,0,0
ENSG00000235892.1,0,0,0,0,1,0,0,0
ENSG00000235893.5,0,0,0,0,0,0,0,0
ENSG00000235895.1,0,0,0,0,0,0,0,0
ENSG00000235897.2,35,26,41,42,4,0,5,9
ENSG00000235899.5,1,0,2,7,1,0,1,5
ENSG00000235901.2,0,0,1,1,0,0,0,0
ENSG00000235902.1,0,0,0,0,0,0,0,0
ENSG00000235903.12,18,22,23,26,14,7,6,12
ENSG00000235904.4,0,0,0,0,1,0,2,1
ENSG00000235907.2,0,0,0,1,0,0,0,0
ENSG00000235908.1,2,4,1,9,7,1,3,1
ENSG00000235910.3,2,4,10,7,5,2,2,1
ENSG00000235911.2,0,0,0,0,0,0,0,0
ENSG00000235912.1,0,0,0,0,0,0,0,0
ENSG00000235914.3,0,0,0,0,4,1,1,2
ENSG00000235916.1,13,10,13,32,2,0,1,3
ENSG00000235917.1,0,1,4,5,0,0,0,2
ENSG00000235919.6,149,192,139,240,69,27,49,128
ENSG00000235920.1,1,0,1,4,0,0,0,0
ENSG00000235922.1,0,0,0,0,0,0,0,0
ENSG00000235924.1,0,0,0,1,1,0,1,2
ENSG00000235926.1,0,0,0,0,0,0,0,0
ENSG00000235927.4,9,12,2,3,25,8,14,30
ENSG00000235929.1,0,0,0,0,0,0,0,0
ENSG00000235930.3,0,0,0,0,0,0,0,0
ENSG00000235931.3,0,0,2,0,0,0,0,0
ENSG00000235932.2,0,0,0,0,0,0,0,0
ENSG00000235933.3,0,0,0,0,0,0,0,1
ENSG00000235937.1,0,0,0,0,0,0,0,1
ENSG00000235939.2,6,6,6,6,8,7,5,16
ENSG00000235940.1,0,0,0,0,0,0,0,1
ENSG00000235942.3,0,0,0,0,0,0,0,0
ENSG00000235943.1,0,0,0,0,0,0,0,0
ENSG00000235944.11,0,0,0,0,0,0,0,0
ENSG00000235945.1,0,0,0,0,2,0,0,7
ENSG00000235946.2,0,0,0,0,0,0,0,0
ENSG00000235947.1,0,0,2,1,9,1,2,1
ENSG00000235951.1,0,0,0,0,0,0,0,0
ENSG00000235954.10,423,498,611,707,136,27,47,147
ENSG00000235955.1,0,0,0,0,0,0,0,0
ENSG00000235957.1,0,0,0,0,0,0,0,0
ENSG00000235958.6,3,5,3,11,2,2,2,7
ENSG00000235959.1,0,0,0,0,0,0,0,0
ENSG00000235961.6,87,82,55,123,3,3,4,18
ENSG00000235962.5,0,0,0,0,2,1,1,3
ENSG00000235963.1,0,0,0,0,0,0,0,0
ENSG00000235964.1,0,0,0,0,0,0,0,0
ENSG00000235965.2,0,0,0,0,0,1,0,0
ENSG00000235967.1,1,0,0,0,0,0,1,0
ENSG00000235968.1,0,0,0,0,0,0,0,0
ENSG00000235969.1,0,0,0,0,0,0,0,0
ENSG00000235972.1,0,0,0,0,0,0,0,0
ENSG00000235974.2,0,0,0,0,0,0,0,0
ENSG00000235975.1,0,0,0,0,0,0,0,0
ENSG00000235976.2,0,0,0,0,0,0,0,0
ENSG00000235978.9,10,6,6,10,35,13,3,6
ENSG00000235979.10,2,3,0,0,1,0,1,0
ENSG00000235981.2,0,0,0,0,0,0,0,0
ENSG00000235984.5,12,4,9,32,0,0,0,0
ENSG00000235988.1,1,0,0,0,0,0,0,0
ENSG00000235989.5,24,31,24,30,2,0,1,3
ENSG00000235990.2,1,0,1,0,1,0,1,0
ENSG00000235991.4,0,0,0,0,0,0,0,0
ENSG00000235992.1,0,0,0,0,0,0,0,0
ENSG00000235993.1,0,0,0,0,1,0,0,0
ENSG00000235995.1,0,0,0,0,0,0,0,0
ENSG00000235996.1,0,0,0,0,0,0,0,0
ENSG00000235997.5,0,0,0,0,0,0,0,0
ENSG00000235998.1,0,0,0,0,0,0,0,0
ENSG00000236003.1,0,0,0,0,1,0,0,1
ENSG00000236004.2,0,0,0,0,0,0,0,0
ENSG00000236005.1,0,0,0,0,1,0,0,0
ENSG00000236007.1,0,0,0,0,0,0,0,0
ENSG00000236009.1,0,0,0,0,0,0,0,0
ENSG00000236012.2,1,0,0,0,0,0,0,0
ENSG00000236013.9,6,7,0,0,0,1,1,1
ENSG00000236015.1,38,55,39,53,17,10,8,35
ENSG00000236017.9,111,131,88,114,7,2,3,8
ENSG00000236018.2,1,2,0,0,10,3,4,4
ENSG00000236021.5,22,30,31,32,1,3,2,4
ENSG00000236022.7,5,2,2,3,0,0,0,0
ENSG00000236024.2,0,0,0,0,3,3,1,3
ENSG00000236025.1,0,0,0,0,0,0,0,0
ENSG00000236026.1,0,0,0,0,0,0,0,0
ENSG00000236027.3,0,0,1,2,0,0,0,0
ENSG00000236028.2,2,0,0,0,18,9,2,19
ENSG00000236031.1,0,0,1,0,1,1,0,3
ENSG00000236032.3,0,0,0,0,0,0,0,0
ENSG00000236035.2,132,154,251,273,18,4,5,35
ENSG00000236036.3,0,0,0,0,0,0,0,0
ENSG00000236039.4,5,8,6,4,9,4,3,12
ENSG00000236040.1,0,0,0,0,0,0,0,0
ENSG00000236041.1,0,0,0,0,0,0,0,0
ENSG00000236042.2,0,0,0,0,0,0,0,0
ENSG00000236044.1,1,0,0,0,6,2,1,2
ENSG00000236045.1,1,1,0,3,0,0,0,0
ENSG00000236046.1,0,0,0,0,13,2,0,2
ENSG00000236047.1,1,3,0,1,1,1,1,3
ENSG00000236048.2,17,48,25,47,12,3,2,4
ENSG00000236049.1,0,0,0,0,3,0,0,1
ENSG00000236051.7,1,3,1,0,0,0,1,1
ENSG00000236052.3,0,0,0,0,0,0,0,0
ENSG00000236053.1,0,0,0,0,0,0,0,0
ENSG00000236054.2,0,0,0,0,0,0,0,1
